Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Max,46108.122518604585,51000,51840.0,a Bachelor's degree,medium,medium,57760.97950688178,59055.74139446813,closed,875988
Caroline,69129.15636464997,70850,70559.99999999999,a Master's degree,high,medium,57760.97950688178,56497.84874490753,closed,875988
Arnault,40876.009283405656,53000,36000.0,a Bachelor's degree,low,low,54064.84941328804,55530.27609438608,closed,8932906
Roberta,49740.619642473095,49500,60480.0,a Bachelor's degree,high,medium,54064.84941328804,54545.31938782302,closed,8932906
Andreas,30077.714599434716,34500,36000.0,a Bachelor's degree,low,low,54064.84941328804,56730.0866148273,closed,8932906
Anna,60827.29975653346,52000,43200.0,high school,medium,medium,54064.84941328804,53313.46604181632,closed,8932906
Josh,66295.26966642503,54,58799.99999999999,high school,high,high,54064.84941328804,52705.91382960615,closed,8932906
Sabrina,90608.99185780539,65000,94080.0,a PhD,high,high,54064.84941328804,50004.389141675,closed,8932906
Marc,49261.59836116875,51000,50400.0,high school,medium,high,54064.84941328804,54598.543974634624,closed,8932906
Camilla,48529.10268766767,53000,58799.99999999999,high school,high,high,54064.84941328804,54679.93238280141,closed,8932906
Max,71782.27355308272,The salary they agreed on is 73955,70560.0,a Master's degree,medium,high,54064.84941328804,52096.24673108863,closed,8932906
Caroline,32649.614724883846,52000,30000.0,high school,low,low,54064.84941328804,56444.31993422183,closed,8932906
Arnault,40932.44830770146,51500,50400.0,high school,medium,high,50967.2515498795,52082.22968789928,closed,68531
Roberta,48120.57402317723,58000,58799.99999999999,a Master's degree,low,high,50967.2515498795,51283.549052846414,closed,68531
Andreas,57518.07993365874,56000,58799.99999999999,a Master's degree,low,high,50967.2515498795,50239.38172945959,closed,68531
Anna,58876.116971724,51000,60480.0,a Master's degree,medium,medium,50967.2515498795,50088.48872523011,closed,68531
Josh,45428.215834540446,45500,42000.0,a Master's degree,low,low,50967.2515498795,51582.69996269495,closed,68531
Sabrina,36624.9907700767,48000,36000.0,a Bachelor's degree,low,low,50967.2515498795,52560.8360809687,closed,68531
Marc,53246.19065434988,52500,50400.0,high school,medium,high,50967.2515498795,50714.036093827235,closed,68531
Camilla,61737.26568831301,56100,60480.0,a Master's degree,medium,medium,50967.2515498795,49770.583312275776,closed,68531
Max,45236.34535138285,48500,30000.0,high school,low,low,50967.2515498795,51604.018905268014,closed,68531
Caroline,61952.28796387067,"60,000",70560.0,a Bachelor's degree,high,high,50967.2515498795,49746.69194832492,closed,68531
Arnault,68326.27374525649,58000,57600.0,a PhD,medium,low,55418.11465579772,53983.874756968966,closed,45489794
Roberta,41980.8695257041,35000,36000.0,high school,medium,low,55418.11465579772,56911.141892474785,closed,45489794
Andreas,58824.99581077051,74280,80640.0,a PhD,medium,high,55418.11465579772,55039.57230524519,closed,45489794
Anna,57390.68621303158,69000,70560.0,a Master's degree,medium,high,55418.11465579772,55198.94003832729,closed,45489794
Josh,70446.01658470626,72519,60479.99999999999,a Bachelor's degree,medium,high,55418.11465579772,53748.34777480788,closed,45489794
Sabrina,56380.405549184674,58662,42000.0,high school,low,high,55418.11465579772,55311.19344542139,closed,45489794
Marc,45322.299856521655,58000,60480.0,a Master's degree,medium,medium,55418.11465579772,56539.87185571728,closed,45489794
Camilla,57679.8231094941,70000,69120.0,a PhD,medium,medium,55418.11465579772,55166.813716498116,closed,45489794
Max,35261.23783078308,34000,36000.0,high school,medium,low,55418.11465579772,57657.7676363549,closed,45489794
Caroline,62568.53833252469,55000,58799.99999999999,a Master's degree,low,high,55418.11465579772,54623.62313616139,closed,45489794
Arnault,47776.46273166607,53500,43200.0,a Bachelor's degree,low,medium,61006.511928818756,62476.51739516906,closed,771699
Roberta,64943.61471967493,58000,50400.0,a Master's degree,low,medium,61006.511928818756,60569.05606316807,closed,771699
Andreas,47474.487419650824,59000,48000.0,a PhD,low,low,61006.511928818756,62510.0702076152,closed,771699
Anna,37471.925653231214,48000,50400.0,a Master's degree,medium,low,61006.511928818756,63621.4659594396,closed,771699
Josh,48667.20018814435,54000,58799.99999999999,high school,high,high,61006.511928818756,62377.54656667147,closed,771699
Sabrina,73915.2285107518,74000,67200.0,a PhD,high,low,61006.511928818756,59572.21008638176,closed,771699
Marc,73407.92102624393,58000,69120.0,a PhD,medium,medium,61006.511928818756,59628.57758466041,closed,771699
Camilla,49747.72616434166,50500,50400.0,high school,high,medium,61006.511928818756,62257.48812487177,closed,771699
Max,53217.461876828755,80640,80640.0,a PhD,high,medium,61006.511928818756,61871.96193459542,closed,771699
Caroline,113443.09099765404,112000,94080.0,a PhD,high,high,61006.511928818756,55180.22536561484,closed,771699
Arnault,50130.62676913101,51200,51840.0,a Bachelor's degree,medium,medium,49949.4945410435,49929.36873792267,closed,45555637
Roberta,49883.06042328637,51000,50400.0,high school,high,medium,49949.4945410435,49956.87610968319,closed,45555637
Andreas,40157.08581127058,39795,42000.0,a Master's degree,low,low,49949.4945410435,51037.539955462715,closed,45555637
Anna,69446.0418331614,69000,60479.99999999999,a Bachelor's degree,medium,high,49949.4945410435,47783.211508585955,closed,45555637
Josh,41539.62243758238,52500,36000.0,a Bachelor's degree,low,low,49949.4945410435,50883.9247747614,closed,45555637
Sabrina,62748.513289106166,60000,58799.99999999999,a Master's degree,high,low,49949.4945410435,48527.38134681432,closed,45555637
Marc,50692.538925518595,54500,48000.0,a PhD,low,low,49949.4945410435,49866.93405387961,closed,45555637
Camilla,45660.3549945785,47000,36000.0,high school,low,medium,49949.4945410435,50426.06560176183,closed,45555637
Max,44134.865519185856,They agreed on a salary of 55000.,50400.0,a Bachelor's degree,high,low,49949.4945410435,50595.56443236102,closed,45555637
Caroline,45102.235407614215,46000,50400.0,a Bachelor's degree,high,low,49949.4945410435,50488.07888920231,closed,45555637
Arnault,59819.779581270464,60400,60480.0,a Bachelor's degree,high,medium,69343.59410527382,70401.79571905198,closed,823923
Roberta,72975.1890983647,50000,48000.0,a PhD,low,low,69343.59410527382,68940.08355048596,closed,823923
Andreas,25011.92058638438,31680,30000.0,high school,low,low,69343.59410527382,74269.33560737265,closed,823923
Anna,118064.7071458097,60000,82319.99999999999,a Master's degree,high,high,69343.59410527382,63930.13710076984,closed,823923
Josh,163321.19309737004,140000,80640.0,a PhD,high,medium,69343.59410527382,58901.63866170757,closed,823923
Sabrina,45316.197080116,45500,42000.0,high school,high,low,69343.59410527382,72013.30488584691,closed,823923
Marc,48077.427508925364,52000,51840.0,a Bachelor's degree,medium,medium,69343.59410527382,71706.5015048681,closed,823923
Camilla,38834.836242879974,43000,43200.0,a Bachelor's degree,low,medium,69343.59410527382,72733.45608998425,closed,823923
Max,45864.79124382887,56000,57600.0,a PhD,medium,low,69343.59410527382,71952.34997876771,closed,823923
Caroline,76149.89946778871,45000,60480.0,a Bachelor's degree,high,medium,69343.59410527382,68587.33795388328,closed,823923
Arnault,48500.29460959355,50000,50400.0,a Master's degree,medium,low,57940.14654564295,58989.01898298177,closed,60394440
Roberta,72869.0138847522,53000,60479.99999999999,a Bachelor's degree,medium,high,57940.14654564295,56281.38350796415,closed,60394440
Andreas,49173.01247624583,50400,50400.0,high school,high,medium,57940.14654564295,58914.27255335374,closed,60394440
Anna,57875.80313726226,48000,42000.0,a Master's degree,low,low,57940.14654564295,57947.29581324081,closed,60394440
Josh,38657.78247138889,48900,36000.0,a Bachelor's degree,low,low,57940.14654564295,60082.63144278229,closed,60394440
Sabrina,102397.35857549161,60000,80640.0,a PhD,high,medium,57940.14654564295,53000.45632010422,closed,60394440
Marc,81261.62043124416,"$53,560",82319.99999999999,a Master's degree,high,high,57940.14654564295,55348.87166946504,closed,60394440
Camilla,36802.310447505064,45000,50400.0,a Bachelor's degree,high,low,57940.14654564295,60288.7950009916,closed,60394440
Max,52759.51036280628,59250,60480.0,a Bachelor's degree,high,medium,57940.14654564295,58515.77278818036,closed,60394440
Caroline,39104.759060139666,52,51840.0,a Bachelor's degree,medium,medium,57940.14654564295,60032.96737736554,closed,60394440
Arnault,45840.87556901316,48500,42000.0,high school,high,low,61398.99224681776,63127.67187768494,closed,19883324
Roberta,45834.54932549013,49834,50400.0,high school,high,medium,61398.99224681776,63128.37479363194,closed,19883324
Andreas,83385.6441148262,87000,70559.99999999999,a Master's degree,high,medium,61398.99224681776,58956.030928150154,closed,19883324
Anna,43797.06240233729,53000,43200.0,a Bachelor's degree,medium,low,61398.99224681776,63354.76222953781,closed,19883324
Josh,78119.58308756456,57000,80640.0,a PhD,medium,high,61398.99224681776,59541.14882006812,closed,19883324
Sabrina,61788.14220372264,48000,70560.0,a Bachelor's degree,high,high,61398.99224681776,61355.75336271722,closed,19883324
Marc,69241.62416972745,49000,60479.99999999999,a Bachelor's degree,medium,high,61398.99224681776,60527.5886998278,closed,19883324
Camilla,66297.71627300259,52500,50400.0,high school,high,medium,61398.99224681776,60854.689577241676,closed,19883324
Max,59777.56935730466,55000,70560.0,a Bachelor's degree,high,high,61398.99224681776,61579.150345652546,closed,19883324
Caroline,59907.15596518912,50000,57600.0,a PhD,medium,low,61398.99224681776,61564.75183366539,closed,19883324
Arnault,106367.96027243597,55000,80640.0,a PhD,medium,high,60749.778456783075,55681.091588377196,closed,46204276
Roberta,66325.69734913664,60000,67200.0,a PhD,high,low,60749.778456783075,60130.23191318824,closed,46204276
Andreas,51451.466275287006,54600,57600.0,a PhD,medium,low,60749.778456783075,61782.924254727084,closed,46204276
Anna,63558.97606979064,64000,70560.0,a Master's degree,medium,high,60749.778456783075,60437.64538867112,closed,46204276
Josh,72478.10129022655,60000,70560.0,a Bachelor's degree,high,high,60749.778456783075,59446.63147528935,closed,46204276
Sabrina,20571.687437156426,35000,30000.0,high school,low,low,60749.778456783075,65214.010792297144,closed,46204276
Marc,69495.92439149591,72000,48000.0,a PhD,low,low,60749.778456783075,59777.9844640372,closed,46204276
Camilla,67645.23043692428,69500,69120.0,a PhD,medium,medium,60749.778456783075,59983.617125656274,closed,46204276
Max,44940.51922531791,45825,43200.0,high school,medium,medium,60749.778456783075,62506.362815834764,closed,46204276
Caroline,44662.22182005947,52750,43200.0,a Bachelor's degree,medium,low,60749.778456783075,62537.28474975236,closed,46204276
Arnault,37278.459110084135,66000,36000.0,high school,medium,low,58809.4400336282,61201.77124735532,closed,19586870
Roberta,49507.63616591118,53120,58799.99999999999,high school,high,high,58809.4400336282,59842.97379670786,closed,19586870
Andreas,110159.08372232011,64320,80640.0,a PhD,medium,high,58809.4400336282,53103.92406821799,closed,19586870
Anna,77812.55912944562,78000,70560.0,a Bachelor's degree,high,high,58809.4400336282,56697.98235631515,closed,19586870
Josh,33931.67714268062,48000,30000.0,high school,low,low,58809.4400336282,61573.63591040015,closed,19586870
Sabrina,72851.88333370848,1000,70560.0,a Master's degree,medium,high,58809.4400336282,57249.1685558415,closed,19586870
Marc,65743.9167693508,77460,80640.0,a PhD,medium,high,58809.4400336282,58038.94261854791,closed,19586870
Camilla,43957.567864210076,53800,43200.0,a Bachelor's degree,medium,low,58809.4400336282,60459.64805245243,closed,19586870
Max,50755.292764685844,60000,80640.0,a PhD,high,medium,58809.4400336282,59704.34528573291,closed,19586870
Caroline,46096.32433388511,46400,42000.0,a Master's degree,low,low,58809.4400336282,60222.008444710766,closed,19586870
Arnault,91908.2277963914,65000,80640.0,a PhD,high,medium,68832.00674918611,66267.98218838553,closed,7102803
Roberta,63067.50489838816,62500,80640.0,a PhD,medium,high,68832.00674918611,69472.50695483033,closed,7102803
Andreas,70221.57005086598,55520,80640.0,a PhD,medium,high,68832.00674918611,68677.61082677724,closed,7102803
Anna,74933.78773876358,52000,82319.99999999999,a Master's degree,high,high,68832.00674918611,68154.0310836775,closed,7102803
Josh,68003.50854920434,55000,70560.0,a Bachelor's degree,high,high,68832.00674918611,68924.06210473966,closed,7102803
Sabrina,57145.60184444368,52500,50400.0,a Bachelor's degree,high,low,68832.00674918611,70130.49618304639,closed,7102803
Marc,34595.520850214125,52000,48000.0,a PhD,low,low,68832.00674918611,72636.06073796078,closed,7102803
Camilla,82426.96713042937,85707,80640.0,a PhD,medium,high,68832.00674918611,67321.45559571465,closed,7102803
Max,90864.41308448222,56700,70560.0,a Master's degree,medium,high,68832.00674918611,66383.9616008199,closed,7102803
Caroline,55152.965548678265,58000,58799.99999999999,high school,high,high,68832.00674918611,70351.9002159092,closed,7102803
Arnault,57061.60774146442,53000,42000.0,high school,low,high,52882.921043705624,52418.62252173243,closed,7305532
Roberta,64833.88740110638,59300,58799.99999999999,a Master's degree,high,low,52882.921043705624,51555.03589288332,closed,7305532
Andreas,49649.67500019483,55400,58799.99999999999,high school,high,high,52882.921043705624,53242.170604095714,closed,7305532
Anna,51418.683996740925,"$47,000",60480.0,a Bachelor's degree,high,medium,52882.921043705624,53045.614048923926,closed,7305532
Josh,42857.08628850113,44000,36000.0,high school,medium,low,52882.921043705624,53996.90268317279,closed,7305532
Sabrina,47042.51575701885,50000,57600.0,a PhD,medium,low,52882.921043705624,53531.8549644486,closed,7305532
Marc,55551.81584941147,53000,48000.0,a PhD,low,low,52882.921043705624,52586.377176404974,closed,7305532
Camilla,69865.5449306837,60000,70560.0,a Bachelor's degree,high,high,52882.921043705624,50995.9628340414,closed,7305532
Max,30412.293096652684,31500,30000.0,high school,low,low,52882.921043705624,55379.65748226707,closed,7305532
Caroline,60136.100375281894,63000,58799.99999999999,a Master's degree,low,high,52882.921043705624,52077.012229086045,closed,7305532
Arnault,80775.92809100712,52000,82319.99999999999,a Master's degree,high,high,64814.014106530616,63040.468108255445,closed,84331
Roberta,68328.79254337247,46500,50400.0,high school,high,medium,64814.014106530616,64423.48316910374,closed,84331
Andreas,98828.43927389891,65000,80640.0,a PhD,high,medium,64814.014106530616,61034.633532378575,closed,84331
Anna,54085.657752919404,56000,60480.0,a Master's degree,medium,medium,64814.014106530616,66006.05370137631,closed,84331
Josh,93105.94300335282,51250,70560.0,a Bachelor's degree,high,high,64814.014106530616,61670.466451328146,closed,84331
Sabrina,34901.83477969005,52000,42000.0,high school,low,high,64814.014106530616,68137.58958729068,closed,84331
Marc,67844.85306488053,58000,58799.99999999999,a Master's degree,high,low,64814.014106530616,64477.254222269505,closed,84331
Camilla,58645.39391620216,52000,50400.0,a Bachelor's degree,high,low,64814.014106530616,65499.41634990045,closed,84331
Max,59983.702003257335,56000,48000.0,a PhD,low,low,64814.014106530616,65350.71545133876,closed,84331
Caroline,31639.596636725313,35000,36000.0,high school,low,medium,64814.014106530616,68500.06049206453,closed,84331
Arnault,25892.861712110705,39500,42000.0,high school,high,low,50151.56118386814,52846.97223628564,closed,63527
Roberta,60937.499155582766,61000,58799.99999999999,a Master's degree,low,high,50151.56118386814,48953.12363145541,closed,63527
Andreas,49139.46228713329,52000,43200.0,high school,medium,medium,50151.56118386814,50264.016616838686,closed,63527
Anna,70815.73588311592,57000,57600.0,a PhD,low,medium,50151.56118386814,47855.54177284062,closed,63527
Josh,46288.32665077274,42000,43200.0,high school,medium,medium,50151.56118386814,50580.80946532319,closed,63527
Sabrina,37605.27583170236,47000,36000.0,high school,medium,low,50151.56118386814,51545.592889664345,closed,63527
Marc,66294.82377728492,55000,36000.0,a Bachelor's degree,low,low,50151.56118386814,48357.86534015517,closed,63527
Camilla,66270.97282919082,70000,70560.0,a Master's degree,medium,high,50151.56118386814,48360.51544549895,closed,63527
Max,41563.99279964003,53000,43200.0,a Bachelor's degree,medium,low,50151.56118386814,51105.735448782376,closed,63527
Caroline,36706.66091214786,48500,43200.0,high school,medium,medium,50151.56118386814,51645.438991837065,closed,63527
Arnault,42837.98721960813,36000,36000.0,high school,medium,low,53895.04889686749,55123.611305451865,closed,17680
Roberta,77715.8292554973,40000,58799.99999999999,a Master's degree,high,low,53895.04889686749,51248.2955236864,closed,17680
Andreas,50377.250762748816,42500,42000.0,high school,low,high,53895.04889686749,54285.91535621401,closed,17680
Anna,87344.52316376129,91000,94080.0,a PhD,high,high,53895.04889686749,50178.4406449904,closed,17680
Josh,78330.91543424752,65000,67200.0,a PhD,high,low,53895.04889686749,51179.952614936374,closed,17680
Sabrina,32458.138652167207,48000,43200.0,high school,medium,medium,53895.04889686749,56276.9278129453,closed,17680
Marc,47360.72858147764,50300,50400.0,a Bachelor's degree,low,high,53895.04889686749,54621.08448746636,closed,17680
Camilla,40977.12852461014,56000,42000.0,high school,high,low,53895.04889686749,55330.37338267386,closed,17680
Max,45374.262128654234,56000,50400.0,a Master's degree,low,medium,53895.04889686749,54841.80298222452,closed,17680
Caroline,36173.72524590259,56000,58799.99999999999,a Master's degree,low,high,53895.04889686749,55864.084858085815,closed,17680
Arnault,60353.39805546202,48000,58799.99999999999,high school,high,high,59561.230594784,59473.21198804199,closed,8631914
Roberta,99221.18283195386,75000,94080.0,a PhD,high,high,59561.230594784,55154.56923509846,closed,8631914
Andreas,81730.8845352985,54000,60480.0,a Bachelor's degree,high,medium,59561.230594784,57097.93571250461,closed,8631914
Anna,41420.572560883,52500,43200.0,a Bachelor's degree,medium,low,59561.230594784,61576.85926521744,closed,8631914
Josh,28655.933505144712,32500,42000.0,high school,low,high,59561.230594784,62995.15249363281,closed,8631914
Sabrina,72123.96430025152,50000,50400.0,high school,medium,high,59561.230594784,58165.3712941765,closed,8631914
Marc,57439.22585146067,58500,58799.99999999999,a Master's degree,high,low,59561.230594784,59797.0088995977,closed,8631914
Camilla,57839.92077926071,58000,50400.0,a Master's degree,low,medium,59561.230594784,59752.487240953255,closed,8631914
Max,69005.90552640581,54000,58799.99999999999,a Master's degree,high,low,59561.230594784,58511.82226904824,closed,8631914
Caroline,27821.318001719144,38000,36000.0,high school,low,medium,59561.230594784,63087.88754956898,closed,8631914
Arnault,87760.38479776944,86000,80640.0,a PhD,medium,high,69044.42890882502,66964.87825449786,closed,95472741
Roberta,62170.6902878204,62000,60479.99999999999,a Bachelor's degree,medium,high,69044.42890882502,69808.1776444922,closed,95472741
Andreas,85744.86178201504,65000,80640.0,a PhD,high,medium,69044.42890882502,67188.82525624835,closed,95472741
Anna,64659.08367322374,67000,51840.0,a Bachelor's degree,medium,medium,69044.42890882502,69531.6894905585,closed,95472741
Josh,84822.5775729933,64000,60479.99999999999,a Bachelor's degree,medium,high,69044.42890882502,67291.30127947299,closed,95472741
Sabrina,72446.87505689247,51500,60480.0,a Bachelor's degree,high,medium,69044.42890882502,68666.37933681752,closed,95472741
Marc,33210.958759953,58000,42000.0,high school,low,high,69044.42890882502,73025.92559203302,closed,95472741
Camilla,59786.77560851702,52000,57600.0,a PhD,low,medium,69044.42890882502,70073.0570533037,closed,95472741
Max,82509.38603577118,83000,70559.99999999999,a Master's degree,high,medium,69044.42890882502,67548.32256138657,closed,95472741
Caroline,57332.69551329463,54000,50400.0,high school,medium,high,69044.42890882502,70345.73261943951,closed,95472741
Arnault,31377.01590290961,50000,36000.0,high school,medium,low,48235.80551206006,50109.00435752122,closed,14367
Roberta,67370.74031533343,67200,67200.0,a PhD,high,low,48235.80551206006,46109.70164502969,closed,14367
Andreas,71478.17931280716,61000,60480.0,a Master's degree,medium,medium,48235.80551206006,45653.319534199276,closed,14367
Anna,28764.016830767538,53000,51840.0,a Bachelor's degree,medium,medium,48235.80551206006,50399.337587759226,closed,14367
Josh,45252.34471989513,50200,50400.0,a Bachelor's degree,high,low,48235.80551206006,48567.30115563394,closed,14367
Sabrina,41831.70806248288,43500,43200.0,a Bachelor's degree,low,medium,48235.80551206006,48947.37189534641,closed,14367
Marc,45220.16826389783,47500,50400.0,a Bachelor's degree,high,low,48235.80551206006,48570.87631741142,closed,14367
Camilla,49362.931795113436,56000,57600.0,a PhD,medium,low,48235.80551206006,48110.56925838746,closed,14367
Max,46134.0074753251,48000,50400.0,high school,medium,high,48235.80551206006,48469.33862725284,closed,14367
Caroline,55566.94244206852,56800,57600.0,a PhD,low,medium,48235.80551206006,47421.23474205912,closed,14367
Arnault,54010.365191013196,60036,60480.0,a Master's degree,medium,medium,57844.11743635847,58270.0899080635,closed,51650
Roberta,46049.64341611985,52000,50400.0,high school,high,medium,57844.11743635847,59154.61454971832,closed,51650
Andreas,92438.16379732663,65000,82319.99999999999,a Master's degree,high,high,57844.11743635847,54000.334507362015,closed,51650
Anna,60652.398169844666,67200,67200.0,a PhD,low,high,57844.11743635847,57532.0862437489,closed,51650
Josh,60468.847643051246,57000,57600.0,a PhD,low,medium,57844.11743635847,57552.480746725945,closed,51650
Sabrina,47588.85854084058,57050,42000.0,a Master's degree,low,low,57844.11743635847,58983.59064697157,closed,51650
Marc,64334.64503778067,57150,50400.0,a Master's degree,medium,low,57844.11743635847,57122.94770286712,closed,51650
Camilla,29752.71374609678,45000,36000.0,a Bachelor's degree,low,low,57844.11743635847,60965.38451305421,closed,51650
Max,55196.57140116274,56000,70560.0,a Bachelor's degree,high,high,57844.11743635847,58138.289218046884,closed,51650
Caroline,67948.96742034827,69000,67200.0,a PhD,high,low,57844.11743635847,56721.356327026275,closed,51650
Arnault,86964.9627617624,56000,57600.0,a PhD,low,medium,57659.521281394074,54403.361116908694,closed,977086
Roberta,73419.61853319044,52500,43200.0,a Bachelor's degree,medium,low,57659.521281394074,55908.39936452781,closed,977086
Andreas,25486.06760132189,26000,42000.0,high school,low,high,57659.521281394074,61234.349468068765,closed,977086
Anna,59073.05688731725,53000,70560.0,a Master's degree,medium,high,57659.521281394074,57502.461769624824,closed,977086
Josh,42958.84511328,46000,50400.0,high school,high,medium,57659.521281394074,59292.92974451786,closed,977086
Sabrina,59545.224826863676,59000,60480.0,a Master's degree,medium,medium,57659.521281394074,57449.998665230785,closed,977086
Marc,81985.33036711361,82125,80640.0,a PhD,high,medium,57659.521281394074,54956.65360520301,closed,977086
Camilla,68629.51095702293,62000,70559.99999999999,a Master's degree,high,medium,57659.521281394074,56440.63353965754,closed,977086
Max,32350.13542270374,44550,43200.0,a Bachelor's degree,low,medium,57659.521281394074,60471.675265693004,closed,977086
Caroline,46182.46034336481,49982,80640.0,a PhD,medium,high,57659.521281394074,58934.75027450843,closed,977086
Arnault,51717.72186460462,46350,36000.0,high school,medium,low,55701.600946641134,56144.254177978524,closed,96218
Roberta,41056.065922841306,51600,50400.0,high school,high,medium,55701.600946641134,57328.88261595222,closed,96218
Andreas,46613.82695976303,57000,50400.0,high school,medium,high,55701.600946641134,56711.35361184981,closed,96218
Anna,65085.14979625446,56,57600.0,a PhD,medium,low,55701.600946641134,54658.98440779521,closed,96218
Josh,49771.29245644916,50500,50400.0,a Master's degree,low,medium,55701.600946641134,56360.524112218016,closed,96218
Sabrina,69858.23386795321,71850,50400.0,high school,medium,high,55701.600946641134,54128.64173316202,closed,96218
Marc,51384.881073131095,59000,57600.0,a PhD,low,medium,55701.600946641134,56181.23648814225,closed,96218
Camilla,54391.21346546127,57000,58799.99999999999,a Master's degree,high,low,55701.600946641134,55847.199555661115,closed,96218
Max,49039.058219287224,50000,50400.0,high school,high,medium,55701.600946641134,56441.88347190268,closed,96218
Caroline,78098.56584066598,78000,70560.0,a Master's degree,medium,high,55701.600946641134,53213.049291749485,closed,96218
Arnault,57215.71200730712,53000,60480.0,a Master's degree,medium,medium,61094.91712409805,61525.9399148526,closed,85502193
Roberta,55276.861788768554,57000,58799.99999999999,high school,high,high,61094.91712409805,61741.36771691244,closed,85502193
Andreas,91716.66251045409,87000,82319.99999999999,a Master's degree,high,high,61094.91712409805,57692.50097005849,closed,85502193
Anna,86277.94548736917,55000,60479.99999999999,a Bachelor's degree,medium,high,61094.91712409805,58296.80286151237,closed,85502193
Josh,46364.593093075324,57000,50400.0,a Bachelor's degree,high,low,61094.91712409805,62731.619794211685,closed,85502193
Sabrina,89652.90999746119,71500,70560.0,a Bachelor's degree,high,high,61094.91712409805,57921.806804835476,closed,85502193
Marc,47944.10903310623,36800,36000.0,high school,low,medium,61094.91712409805,62556.11802309714,closed,85502193
Camilla,45591.904075852166,55000,42000.0,high school,high,low,61094.91712409805,62817.47412945871,closed,85502193
Max,51489.79108138474,52000,50400.0,high school,high,medium,61094.91712409805,62162.1533510662,closed,85502193
Caroline,39418.682166201834,55000,50400.0,a Master's degree,low,medium,61094.91712409805,63503.387674975405,closed,85502193
Arnault,53869.28966675466,54000,50400.0,a Bachelor's degree,low,high,57650.052029987295,58070.13673701315,closed,7199726
Roberta,40261.16090356274,41000,42000.0,a Master's degree,low,low,57650.052029987295,59582.151044034465,closed,7199726
Andreas,61211.54418038645,68000,70560.0,a Bachelor's degree,high,high,57650.052029987295,57254.33067994294,closed,7199726
Anna,81974.12426120312,51250,70560.0,a Master's degree,medium,high,57650.052029987295,54947.37733762999,closed,7199726
Josh,52548.78349267456,52,50400.0,a Master's degree,medium,low,57650.052029987295,58216.859645244265,closed,7199726
Sabrina,68668.79431909962,62000,70559.99999999999,a Master's degree,high,medium,57650.052029987295,56425.74733119704,closed,7199726
Marc,74001.99816236047,52000,50400.0,high school,high,medium,57650.052029987295,55833.169126390276,closed,7199726
Camilla,45384.76510485603,44000,43200.0,a Bachelor's degree,medium,low,57650.052029987295,59012.86168833522,closed,7199726
Max,41213.10837237686,58800,58799.99999999999,a Master's degree,high,low,57650.052029987295,59476.37910305512,closed,7199726
Caroline,57366.951836598404,62500,67200.0,a PhD,low,high,57650.052029987295,57681.50760703051,closed,7199726
Arnault,58744.94334431431,53500,60480.0,a Master's degree,medium,medium,51408.57865933687,50593.42702767271,closed,9944432
Roberta,50145.009739591565,50400,50400.0,high school,medium,high,51408.57865933687,51548.975205975235,closed,9944432
Andreas,65077.444533261725,67000,70559.99999999999,a Master's degree,high,medium,51408.57865933687,49889.81578445633,closed,9944432
Anna,25624.63746363303,28000,30000.0,high school,low,low,51408.57865933687,54273.46101441507,closed,9944432
Josh,65128.401940885,50000,58799.99999999999,a Master's degree,high,low,51408.57865933687,49884.153850275965,closed,9944432
Sabrina,45275.47916061559,45850,42000.0,high school,high,low,51408.57865933687,52090.03415919479,closed,9944432
Marc,71482.34423921043,55000,80640.0,a PhD,high,medium,51408.57865933687,49178.16026157314,closed,9944432
Camilla,37130.485529629244,44500,42000.0,a Master's degree,low,low,51408.57865933687,52995.03345152661,closed,9944432
Max,63964.43243519953,55000,60479.99999999999,a Bachelor's degree,medium,high,51408.57865933687,50013.48379535213,closed,9944432
Caroline,31512.608207028316,31500,30000.0,high school,low,low,51408.57865933687,53619.24204292671,closed,9944432
Arnault,52498.316457004,54000,58799.99999999999,a Master's degree,low,high,62697.47262412617,63830.71219825085,closed,45433
Roberta,58992.17847810671,58000,58799.99999999999,high school,high,high,62697.47262412617,63109.171973683886,closed,45433
Andreas,91124.80045541943,58000,67200.0,a PhD,high,low,62697.47262412617,59538.88064287136,closed,45433
Anna,52819.13471318906,55000,57600.0,a PhD,low,medium,62697.47262412617,63795.0657253414,closed,45433
Josh,51675.181960269576,52000,43200.0,a Bachelor's degree,low,medium,62697.47262412617,63922.1715867769,closed,45433
Sabrina,69459.77717577954,56000,50400.0,a Master's degree,medium,low,62697.47262412617,61946.105451720236,closed,45433
Marc,63525.33062079667,69000,67200.0,a PhD,low,high,62697.47262412617,62605.48840227389,closed,45433
Camilla,62014.59809675159,58000,60479.99999999999,a Bachelor's degree,medium,high,62697.47262412617,62773.347571612234,closed,45433
Max,55180.7695548421,57500,50400.0,a Master's degree,medium,low,62697.47262412617,63532.661854046615,closed,45433
Caroline,69684.63872910287,58000,50400.0,a Master's degree,low,medium,62697.47262412617,61921.12083468431,closed,45433
Arnault,42128.779696243146,75000,43200.0,a Bachelor's degree,medium,low,50182.448035489586,51077.30007318364,closed,2590027
Roberta,54945.01488679563,"$55,000",67200.0,a PhD,high,low,50182.448035489586,49653.27394090003,closed,2590027
Andreas,43998.63994120043,44750,43200.0,high school,medium,medium,50182.448035489586,50869.537823743936,closed,2590027
